platform_name,item_id,item_label,target_url,comparison_type,held_constant_factor,held_constant_value,compared_factor,compared_values,n_rows_compared,disclosure_present_diff,visibility_diff,clicks_required_diff,price_diff,pricing_confidence_diff,notes
Booking.com,url_1,URL 1,https://www.booking.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,True,Compares devices while holding location constant.
Booking.com,url_1,URL 1,https://www.booking.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Booking.com,url_1,URL 1,https://www.booking.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Booking.com,url_1,URL 1,https://www.booking.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,True,Compares locations while holding device constant.
Booking.com,url_1,URL 1,https://www.booking.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Booking.com,url_1,URL 1,https://www.booking.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,True,All available device x location rows for this platform item.
DoorDash,url_1,URL 1,https://www.doordash.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
DoorDash,url_1,URL 1,https://www.doordash.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
DoorDash,url_1,URL 1,https://www.doordash.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
DoorDash,url_1,URL 1,https://www.doordash.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
DoorDash,url_1,URL 1,https://www.doordash.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
DoorDash,url_1,URL 1,https://www.doordash.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
DoorDash,url_1,URL 1,https://www.doordash.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
Expedia,url_1,URL 1,https://www.expedia.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Expedia,url_1,URL 1,https://www.expedia.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Expedia,url_1,URL 1,https://www.expedia.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Expedia,url_1,URL 1,https://www.expedia.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Expedia,url_1,URL 1,https://www.expedia.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Expedia,url_1,URL 1,https://www.expedia.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Expedia,url_1,URL 1,https://www.expedia.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Google Flights,url_1,URL 1,https://www.google.com/travel/flights,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
Grubhub,url_1,URL 1,https://www.grubhub.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,True,Compares devices while holding location constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,True,Compares locations while holding device constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Grubhub,url_1,URL 1,https://www.grubhub.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,True,All available device x location rows for this platform item.
Instacart,url_1,URL 1,https://www.instacart.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Instacart,url_1,URL 1,https://www.instacart.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Instacart,url_1,URL 1,https://www.instacart.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Instacart,url_1,URL 1,https://www.instacart.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Instacart,url_1,URL 1,https://www.instacart.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Instacart,url_1,URL 1,https://www.instacart.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Instacart,url_1,URL 1,https://www.instacart.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
SeatGeek,url_1,URL 1,https://seatgeek.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
SeatGeek,url_1,URL 1,https://seatgeek.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
StubHub,url_1,URL 1,https://www.stubhub.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,True,Compares devices while holding location constant.
StubHub,url_1,URL 1,https://www.stubhub.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
StubHub,url_1,URL 1,https://www.stubhub.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
StubHub,url_1,URL 1,https://www.stubhub.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,True,Compares locations while holding device constant.
StubHub,url_1,URL 1,https://www.stubhub.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
StubHub,url_1,URL 1,https://www.stubhub.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
StubHub,url_1,URL 1,https://www.stubhub.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,True,All available device x location rows for this platform item.
Target,url_1,URL 1,https://www.target.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Target,url_1,URL 1,https://www.target.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Target,url_1,URL 1,https://www.target.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Target,url_1,URL 1,https://www.target.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Target,url_1,URL 1,https://www.target.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Target,url_1,URL 1,https://www.target.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Target,url_1,URL 1,https://www.target.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,True,Compares devices while holding location constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,True,Compares locations while holding device constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Ticketmaster,url_1,URL 1,https://www.ticketmaster.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,True,All available device x location rows for this platform item.
Uber Eats,url_1,URL 1,https://www.ubereats.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Uber Eats,url_1,URL 1,https://www.ubereats.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
United Airlines,url_1,URL 1,https://www.united.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
United Airlines,url_1,URL 1,https://www.united.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
United Airlines,url_1,URL 1,https://www.united.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
United Airlines,url_1,URL 1,https://www.united.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
United Airlines,url_1,URL 1,https://www.united.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
United Airlines,url_1,URL 1,https://www.united.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
United Airlines,url_1,URL 1,https://www.united.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
Walmart,url_1,URL 1,https://www.walmart.com,device_effect,location_name,brooklyn,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Walmart,url_1,URL 1,https://www.walmart.com,device_effect,location_name,city_hall_manhattan,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Walmart,url_1,URL 1,https://www.walmart.com,device_effect,location_name,long_island_city_queens,device_type,android_mobile|desktop_browser|iphone_mobile,3,False,False,False,False,False,Compares devices while holding location constant.
Walmart,url_1,URL 1,https://www.walmart.com,location_effect,device_type,android_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Walmart,url_1,URL 1,https://www.walmart.com,location_effect,device_type,desktop_browser,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Walmart,url_1,URL 1,https://www.walmart.com,location_effect,device_type,iphone_mobile,location_name,brooklyn|city_hall_manhattan|long_island_city_queens,3,False,False,False,False,False,Compares locations while holding device constant.
Walmart,url_1,URL 1,https://www.walmart.com,full_matrix,,,device_type_x_location_name,android_mobile__brooklyn|android_mobile__city_hall_manhattan|android_mobile__long_island_city_queens|desktop_browser__brooklyn|desktop_browser__city_hall_manhattan|desktop_browser__long_island_city_queens|iphone_mobile__brooklyn|iphone_mobile__city_hall_manhattan|iphone_mobile__long_island_city_queens,9,False,False,False,False,False,All available device x location rows for this platform item.
